Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin %,Sales Category,Profit Status
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,139.8,5,0.2,12.2325,8.75,Low Sales,Profit
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,9.84,2,0,4.7232,48,Low Sales,Profit
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,7.78,1,0,3.501,45,Low Sales,Profit
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,54.9,5,0,26.901,49,Low Sales,Profit
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,50.04,6,0,25.02,50,Low Sales,Profit
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Furniture,Bookcases,339.92,5,0.2,8.498,2.5,Low Sales,Profit
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Paper,10.528,4,0.2,3.4216,32.5,Low Sales,Profit
Standard Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,42.384,2,0.2,4.2384,10,Low Sales,Profit
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,123.92,5,0.2,38.725,31.25,Low Sales,Profit
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,135.95,1,0,39.4255,29,Low Sales,Profit
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,2177.584,8,0.8,-3701.8928,-170,High Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Furnishings,17.496,3,0.6,-10.0602,-57.5,Low Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,16.784,4,0.8,-26.8544,-160,Low Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,431.136,9,0.2,-26.946,-6.25,Low Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,8.88,5,0.8,-13.32,-150,Low Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,4.836,2,0.8,-12.09,-250,Low Sales,Loss
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,437.85,3,0,131.355,30,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,673.568,2,0.2,252.588,37.5,High Sales,Profit
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,274.8,5,0,134.652,49,Low Sales,Profit
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Storage,62.18,1,0,16.7886,27,Low Sales,Profit
Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.28,2,0,2.9808,36,Low Sales,Profit
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,48.81,3,0,23.9169,49,Low Sales,Profit
Same Day,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,149.9,5,0,40.473,27,Low Sales,Profit
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Bookcases,1023.332,5,0.32,-30.098,-2.941176471,High Sales,Loss
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,-1.428571429,High Sales,Loss
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,39.992,1,0.2,6.9986,17.5,Low Sales,Profit
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,211.246,2,0.3,-66.3916,-31.42857143,Low Sales,Loss
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Envelopes,56.064,6,0.2,21.024,37.5,Low Sales,Profit
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,107.772,2,0.3,-29.2524,-27.14285714,Low Sales,Loss
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,4.832,1,0.2,1.6308,33.75,Low Sales,Profit
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,18.24,3,0.8,-31.008,-170,Low Sales,Loss
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.798,3,0.8,-5.8869,-155,Low Sales,Loss
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,10.368,2,0.2,1.5552,15,Low Sales,Profit
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,235.188,2,0.4,-43.1178,-18.33333333,Low Sales,Loss
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,26.376,4,0.4,2.6376,10,Low Sales,Profit
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Accessories,10.384,2,0.2,2.2066,21.25,Low Sales,Profit
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,107.118,3,0.4,-21.4236,-20,Low Sales,Loss
Standard Class,Consumer,United States,Lodi,California,95240,West,Office Supplies,Supplies,97.3,7,0,28.217,29,Low Sales,Profit
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.328,2,0.2,1.2064,36.25,Low Sales,Profit
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,135.99,1,0,36.7173,27,Low Sales,Profit
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,7.38,1,0,2.1402,29,Low Sales,Profit
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,45.568,2,0.2,9.6832,21.25,Low Sales,Profit
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,28.752,8,0.7,-21.0848,-73.33333333,Low Sales,Loss
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Chairs,194.848,4,0.2,12.178,6.25,Low Sales,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,2.112,2,0.8,-3.3792,-160,Low Sales,Loss
Second Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,25.92,5,0.2,9.072,35,Low Sales,Profit
Second Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,120.768,4,0.2,9.0576,7.5,Low Sales,Profit
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Paper,25.92,4,0,12.4416,48,Low Sales,Profit
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Art,34.65,3,0,9.702,28,Low Sales,Profit
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Paper,204.95,5,0,100.4255,49,Low Sales,Profit
First Class,Consumer,United States,East Orange,New Jersey,7017,East,Office Supplies,Binders,79.95,5,0,38.376,48,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,173.488,7,0.2,54.215,31.25,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Storage,516.96,4,0.2,-6.462,-1.25,High Sales,Loss
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,173.208,7,0.2,45.4671,26.25,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Art,4.448,2,0.2,0.3336,7.5,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Labels,9,3,0.2,3.15,35,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,42.24,10,0.2,13.2,31.25,Low Sales,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.264,2,0.7,-13.3936,-73.33333333,Low Sales,Loss
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,152.91,3,0,42.8148,28,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,92.94,3,0,41.823,45,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.856,4,0.2,6.2496,35,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,46.44,3,0.2,15.093,32.5,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,195.136,4,0.2,-12.196,-6.25,Low Sales,Loss
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,129.3,2,0,6.465,5,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,11.568,3,0.2,3.7596,32.5,Low Sales,Profit
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Chairs,242.352,3,0.2,15.147,6.25,Low Sales,Profit
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,319.968,4,0.2,95.9904,30,Low Sales,Profit
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Furniture,Furnishings,8.624,7,0.6,-2.5872,-30,Low Sales,Loss
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,3.984,1,0.2,1.4442,36.25,Low Sales,Profit
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,895.944,7,0.2,190.3881,21.25,High Sales,Profit
First Class,Consumer,United States,La Porte,Texas,77571,Central,Furniture,Furnishings,14,4,0.6,-6.3,-45,Low Sales,Loss
First Class,Consumer,United States,La Porte,Texas,77571,Central,Office Supplies,Binders,16.392,2,0.8,-26.2272,-160,Low Sales,Loss
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,10.9,5,0,5.123,47,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,29.6,2,0,14.8,50,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,4.98,1,0,2.2908,46,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Technology,Copiers,479.976,3,0.2,161.9919,33.75,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Technology,Phones,44.736,8,0.2,4.4736,10,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Art,5.76,2,0,1.6704,29,Low Sales,Profit
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Chairs,483.136,4,0.2,60.392,12.5,Low Sales,Profit
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,32.5,Low Sales,Profit
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,61.544,7,0.6,-40.0036,-65,Low Sales,Loss
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,132.696,3,0.2,9.9522,7.5,Low Sales,Profit
Second Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,43.1,5,0,11.206,26,Low Sales,Profit
Second Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,511.5,5,0,132.99,26,High Sales,Profit
Second Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Binders,147.92,5,0.2,46.225,31.25,Low Sales,Profit
Standard Class,Corporate,United States,Lodi,California,95240,West,Office Supplies,Art,39.68,2,0,16.2688,41,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,12.56,2,0,4.0192,32,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,90.48,3,0.2,33.93,37.5,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.08,2,0,6.0168,46,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,214.7,5,0,83.733,39,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,50.32,4,0,21.1344,42,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,24.56,2,0,11.5432,47,Low Sales,Profit
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,43.68,6,0,20.9664,48,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,3393.68,8,0,610.8624,18,High Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Storage,67.4,5,0,17.524,26,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Fasteners,2.52,2,0,0.1008,4,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,67.8,4,0,1.356,2,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Storage,18.76,2,0,5.2528,28,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Accessories,12.12,4,0,2.5452,21,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,11.34,1,0,5.5566,49,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Accessories,159.8,4,0,70.312,44,Low Sales,Profit
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,18.96,2,0,8.532,45,Low Sales,Profit
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,1085.42,7,0,282.2092,26,High Sales,Profit
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,13.11,3,0,3.4086,26,Low Sales,Profit
First Class,Corporate,United States,Mason,Ohio,45040,East,Furniture,Furnishings,68.704,2,0.2,16.3172,23.75,Low Sales,Profit
First Class,Corporate,United States,Mason,Ohio,45040,East,Office Supplies,Binders,3.132,2,0.7,-2.61,-83.33333333,Low Sales,Loss
First Class,Corporate,United States,Mason,Ohio,45040,East,Office Supplies,Binders,22.428,3,0.7,-17.9424,-80,Low Sales,Loss
Same Day,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,290.336,2,0.2,32.6628,11.25,Low Sales,Profit
Same Day,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,19.152,2,0.2,1.197,6.25,Low Sales,Profit
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,6.48,1,0,3.1104,48,Low Sales,Profit
Second Class,Home Office,United States,Parma,Ohio,44134,East,Office Supplies,Envelopes,63.968,2,0.2,19.99,31.25,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,6.36,2,0,0.0636,1,Low Sales,Profit
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,848.544,4,0.2,-21.2136,-2.5,High Sales,Loss
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,8.7,5,0.7,-6.38,-73.33333333,Low Sales,Loss
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,122.382,3,0.4,-24.4764,-20,Low Sales,Loss
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,573.174,7,0.1,63.686,11.11111111,High Sales,Profit
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,85.056,3,0.2,28.7064,33.75,Low Sales,Profit
First Class,Consumer,United States,Woodstock,Georgia,30188,South,Office Supplies,Binders,14.04,3,0,6.7392,48,Low Sales,Profit
First Class,Consumer,United States,Woodstock,Georgia,30188,South,Technology,Accessories,272.61,13,0,98.1396,36,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,11.16,2,0,5.58,50,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,62.31,3,0,22.4316,36,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,159.98,2,0,57.5928,36,Low Sales,Profit
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Fasteners,5.94,3,0,0,0,Low Sales,Loss
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,9.96,2,0,4.6812,47,Low Sales,Profit
Standard Class,Consumer,United States,Utica,New York,13501,East,Technology,Accessories,79.99,1,0,28.7964,36,Low Sales,Profit
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,8.94,3,0,2.4138,27,Low Sales,Profit
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,20.62,2,0,9.6914,47,Low Sales,Profit
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,124.25,7,0,48.4575,39,Low Sales,Profit
